zone_name,cycle_number,start_datetime,end_datetime,start_frame,end_frame,elapsed_seconds,adjusted_time_seconds,is_outlier,created_at
A_Assemble,43,"2025-10-13 09:04:12.000","2025-10-13 09:04:16.928",4200,4348,4.928,4.928,0,"2025-10-13 09:04:12"
A_Assemble,44,"2025-10-13 09:04:18.000","2025-10-13 09:04:22.622",4300,4439,4.623,4.623,0,"2025-10-13 09:04:18"
A_Assemble,45,"2025-10-13 09:04:24.000","2025-10-13 09:04:28.558",4400,4537,4.558,4.558,0,"2025-10-13 09:04:24"
A_Assemble,46,"2025-10-13 09:04:30.000","2025-10-13 09:04:34.886",4500,4647,4.886,4.886,0,"2025-10-13 09:04:30"
A_Assemble,47,"2025-10-13 09:04:36.000","2025-10-13 09:04:40.845",4600,4745,4.846,4.846,0,"2025-10-13 09:04:36"
A_Assemble,48,"2025-10-13 09:04:42.000","2025-10-13 09:04:46.812",4700,4844,4.812,4.812,0,"2025-10-13 09:04:42"
A_Assemble,49,"2025-10-13 09:04:48.000","2025-10-13 09:04:52.618",4800,4939,4.619,4.619,0,"2025-10-13 09:04:48"
A_Assemble,50,"2025-10-13 09:04:54.000","2025-10-13 09:04:58.828",4900,5045,4.828,4.828,0,"2025-10-13 09:04:54"
A_Assemble,51,"2025-10-13 09:05:00.000","2025-10-13 09:05:04.686",5000,5141,4.687,4.687,0,"2025-10-13 09:05:00"
A_Assemble,52,"2025-10-13 09:05:06.000","2025-10-13 09:05:10.532",5100,5236,4.533,4.533,0,"2025-10-13 09:05:06"
A_Assemble,53,"2025-10-13 09:05:12.000","2025-10-13 09:05:16.619",5200,5339,4.619,4.619,0,"2025-10-13 09:05:12"
A_Assemble,54,"2025-10-13 09:05:18.000","2025-10-13 09:05:22.548",5300,5436,4.549,4.549,0,"2025-10-13 09:05:18"
A_Assemble,55,"2025-10-13 09:05:24.000","2025-10-13 09:05:28.808",5400,5544,4.808,4.808,0,"2025-10-13 09:05:24"
A_Assemble,56,"2025-10-13 09:05:30.000","2025-10-13 09:05:34.840",5500,5645,4.841,4.841,0,"2025-10-13 09:05:30"
A_Assemble,57,"2025-10-13 09:05:36.000","2025-10-13 09:05:40.575",5600,5737,4.575,4.575,0,"2025-10-13 09:05:36"
A_Assemble,58,"2025-10-13 09:05:42.000","2025-10-13 09:05:46.681",5700,5840,4.681,4.681,0,"2025-10-13 09:05:42"
A_Assemble,59,"2025-10-13 09:05:48.000","2025-10-13 09:05:52.747",5800,5942,4.747,4.747,0,"2025-10-13 09:05:48"
A_Assemble,60,"2025-10-13 09:05:54.000","2025-10-13 09:05:58.560",5900,6037,4.56,4.56,0,"2025-10-13 09:05:54"
A_Assemble,61,"2025-10-13 09:06:00.000","2025-10-13 09:06:04.812",6000,6144,4.812,4.812,0,"2025-10-13 09:06:00"
A_Assemble,62,"2025-10-13 09:06:06.000","2025-10-13 09:06:10.579",6100,6237,4.579,4.579,0,"2025-10-13 09:06:06"
A_Assemble,63,"2025-10-13 09:06:12.000","2025-10-13 09:06:16.533",6200,6336,4.533,4.533,0,"2025-10-13 09:06:12"
A_Assemble,64,"2025-10-13 09:06:18.000","2025-10-13 09:06:22.598",6300,6438,4.598,4.598,0,"2025-10-13 09:06:18"
A_Assemble,65,"2025-10-13 09:06:24.000","2025-10-13 09:06:28.655",6400,6540,4.655,4.655,0,"2025-10-13 09:06:24"
A_Assemble,66,"2025-10-13 09:06:30.000","2025-10-13 09:06:34.596",6500,6638,4.597,4.597,0,"2025-10-13 09:06:30"
A_Assemble,67,"2025-10-13 09:06:36.000","2025-10-13 09:06:40.844",6600,6745,4.845,4.845,0,"2025-10-13 09:06:36"
A_Assemble,68,"2025-10-13 09:06:42.000","2025-10-13 09:06:46.700",6700,6841,4.7,4.7,0,"2025-10-13 09:06:42"
A_Assemble,69,"2025-10-13 09:06:48.000","2025-10-13 09:06:52.528",6800,6936,4.529,4.529,0,"2025-10-13 09:06:48"
A_Assemble,70,"2025-10-13 09:06:54.000","2025-10-13 09:06:58.741",6900,7042,4.741,4.741,0,"2025-10-13 09:06:54"
A_Assemble,71,"2025-10-13 09:07:00.000","2025-10-13 09:07:04.527",7000,7136,4.528,4.528,0,"2025-10-13 09:07:00"
A_Assemble,72,"2025-10-13 09:07:06.000","2025-10-13 09:07:10.883",7100,7247,4.884,4.884,0,"2025-10-13 09:07:06"
A_Assemble,73,"2025-10-13 09:07:12.000","2025-10-13 09:07:16.555",7200,7337,4.556,4.556,0,"2025-10-13 09:07:12"
A_Assemble,74,"2025-10-13 09:07:18.000","2025-10-13 09:07:22.646",7300,7439,4.647,4.647,0,"2025-10-13 09:07:18"
A_Assemble,75,"2025-10-13 09:07:24.000","2025-10-13 09:07:28.722",7400,7542,4.723,4.723,0,"2025-10-13 09:07:24"
A_Assemble,76,"2025-10-13 09:07:30.000","2025-10-13 09:07:34.606",7500,7638,4.607,4.607,0,"2025-10-13 09:07:30"
A_Assemble,77,"2025-10-13 09:07:36.000","2025-10-13 09:07:40.581",7600,7737,4.582,4.582,0,"2025-10-13 09:07:36"
A_Assemble,78,"2025-10-13 09:07:42.000","2025-10-13 09:07:46.730",7700,7842,4.73,4.73,0,"2025-10-13 09:07:42"
A_Assemble,79,"2025-10-13 09:07:48.000","2025-10-13 09:07:52.512",7800,7935,4.513,4.513,0,"2025-10-13 09:07:48"
A_Assemble,80,"2025-10-13 09:07:54.000","2025-10-13 09:07:58.824",7900,8045,4.825,4.825,0,"2025-10-13 09:07:54"
A_Assemble,81,"2025-10-13 09:08:00.000","2025-10-13 09:08:04.544",8000,8136,4.545,4.545,0,"2025-10-13 09:08:00"
A_Assemble,82,"2025-10-13 09:08:06.000","2025-10-13 09:08:10.549",8100,8236,4.549,4.549,0,"2025-10-13 09:08:06"
A_Assemble,83,"2025-10-13 09:08:12.000","2025-10-13 09:08:16.682",8200,8340,4.683,4.683,0,"2025-10-13 09:08:12"
A_Assemble,84,"2025-10-13 09:08:18.000","2025-10-13 09:08:22.434",8300,8433,4.435,4.435,0,"2025-10-13 09:08:18"
A_Assemble,85,"2025-10-13 09:08:24.000","2025-10-13 09:08:28.697",8400,8541,4.698,4.698,0,"2025-10-13 09:08:24"
A_Assemble,86,"2025-10-13 09:08:30.000","2025-10-13 09:08:34.612",8500,8638,4.612,4.612,0,"2025-10-13 09:08:30"
A_Assemble,87,"2025-10-13 09:08:36.000","2025-10-13 09:08:40.739",8600,8742,4.74,4.74,0,"2025-10-13 09:08:36"
A_Assemble,88,"2025-10-13 09:08:42.000","2025-10-13 09:08:46.686",8700,8841,4.687,4.687,0,"2025-10-13 09:08:42"
A_Assemble,89,"2025-10-13 09:08:48.000","2025-10-13 09:08:52.807",8800,8944,4.808,4.808,0,"2025-10-13 09:08:48"
A_Assemble,90,"2025-10-13 09:08:54.000","2025-10-13 09:08:58.592",8900,9038,4.592,4.592,0,"2025-10-13 09:08:54"
A_Assemble,91,"2025-10-13 09:09:00.000","2025-10-13 09:09:04.795",9000,9144,4.796,4.796,0,"2025-10-13 09:09:00"
A_Assemble,92,"2025-10-13 09:09:06.000","2025-10-13 09:09:10.699",9100,9241,4.7,4.7,0,"2025-10-13 09:09:06"
A_Assemble,93,"2025-10-13 09:09:12.000","2025-10-13 09:09:16.637",9200,9339,4.638,4.638,0,"2025-10-13 09:09:12"
A_Assemble,94,"2025-10-13 09:09:18.000","2025-10-13 09:09:22.725",9300,9442,4.726,4.726,0,"2025-10-13 09:09:18"
A_Assemble,95,"2025-10-13 09:09:24.000","2025-10-13 09:09:28.606",9400,9538,4.607,4.607,0,"2025-10-13 09:09:24"
A_Assemble,96,"2025-10-13 09:09:30.000","2025-10-13 09:09:34.628",9500,9639,4.629,4.629,0,"2025-10-13 09:09:30"
A_Assemble,97,"2025-10-13 09:09:36.000","2025-10-13 09:09:40.635",9600,9739,4.635,4.635,0,"2025-10-13 09:09:36"
A_Assemble,98,"2025-10-13 09:09:42.000","2025-10-13 09:09:46.721",9700,9842,4.721,4.721,0,"2025-10-13 09:09:42"
A_Assemble,99,"2025-10-13 09:09:48.000","2025-10-13 09:09:52.685",9800,9941,4.686,4.686,0,"2025-10-13 09:09:48"
A_Assemble,100,"2025-10-13 09:09:54.000","2025-10-13 09:09:58.444",9900,10033,4.444,4.444,0,"2025-10-13 09:09:54"
A_Assemble,101,"2025-10-13 09:10:00.000","2025-10-13 09:10:04.872",10000,10146,4.872,4.872,0,"2025-10-13 09:10:00"
A_Assemble,102,"2025-10-13 09:10:06.000","2025-10-13 09:10:10.907",10100,10247,4.907,4.907,0,"2025-10-13 09:10:06"
A_Assemble,103,"2025-10-13 09:10:12.000","2025-10-13 09:10:16.623",10200,10339,4.623,4.623,0,"2025-10-13 09:10:12"
A_Assemble,104,"2025-10-13 09:10:18.000","2025-10-13 09:10:22.800",10300,10444,4.8,4.8,0,"2025-10-13 09:10:18"
A_Assemble,105,"2025-10-13 09:10:24.000","2025-10-13 09:10:28.766",10400,10543,4.767,4.767,0,"2025-10-13 09:10:24"
A_Assemble,106,"2025-10-13 09:10:30.000","2025-10-13 09:10:34.648",10500,10639,4.649,4.649,0,"2025-10-13 09:10:30"
A_Assemble,107,"2025-10-13 09:10:36.000","2025-10-13 09:10:40.675",10600,10740,4.675,4.675,0,"2025-10-13 09:10:36"
A_Assemble,108,"2025-10-13 09:10:42.000","2025-10-13 09:10:46.828",10700,10845,4.828,4.828,0,"2025-10-13 09:10:42"
A_Assemble,109,"2025-10-13 09:10:48.000","2025-10-13 09:10:52.506",10800,10935,4.507,4.507,0,"2025-10-13 09:10:48"
A_Assemble,110,"2025-10-13 09:10:54.000","2025-10-13 09:10:58.797",10900,11044,4.798,4.798,0,"2025-10-13 09:10:54"
A_Assemble,111,"2025-10-13 09:11:00.000","2025-10-13 09:11:04.849",11000,11145,4.85,4.85,0,"2025-10-13 09:11:00"
A_Assemble,112,"2025-10-13 09:11:06.000","2025-10-13 09:11:10.623",11100,11239,4.623,4.623,0,"2025-10-13 09:11:06"
A_Assemble,113,"2025-10-13 09:11:12.000","2025-10-13 09:11:16.876",11200,11346,4.877,4.877,0,"2025-10-13 09:11:12"
A_Assemble,114,"2025-10-13 09:11:18.000","2025-10-13 09:11:22.795",11300,11444,4.795,4.795,0,"2025-10-13 09:11:18"
A_Assemble,115,"2025-10-13 09:11:24.000","2025-10-13 09:11:28.831",11400,11545,4.832,4.832,0,"2025-10-13 09:11:24"
A_Assemble,116,"2025-10-13 09:11:30.000","2025-10-13 09:11:34.688",11500,11641,4.689,4.689,0,"2025-10-13 09:11:30"
A_Assemble,117,"2025-10-13 09:11:36.000","2025-10-13 09:11:40.575",11600,11737,4.576,4.576,0,"2025-10-13 09:11:36"
A_Assemble,118,"2025-10-13 09:11:42.000","2025-10-13 09:11:46.654",11700,11840,4.655,4.655,0,"2025-10-13 09:11:42"
A_Assemble,119,"2025-10-13 09:11:48.000","2025-10-13 09:11:52.428",11800,11933,4.429,4.429,0,"2025-10-13 09:11:48"
A_Assemble,120,"2025-10-13 09:11:54.000","2025-10-13 09:11:58.600",11900,12038,4.6,4.6,0,"2025-10-13 09:11:54"
A_Assemble,121,"2025-10-13 09:12:00.000","2025-10-13 09:12:04.779",12000,12143,4.78,4.78,0,"2025-10-13 09:12:00"
A_Assemble,122,"2025-10-13 09:12:06.000","2025-10-13 09:12:10.597",12100,12238,4.598,4.598,0,"2025-10-13 09:12:06"
A_Assemble,123,"2025-10-13 09:12:12.000","2025-10-13 09:12:16.745",12200,12342,4.746,4.746,0,"2025-10-13 09:12:12"
A_Assemble,124,"2025-10-13 09:12:18.000","2025-10-13 09:12:22.943",12300,12448,4.943,4.943,0,"2025-10-13 09:12:18"
A_Assemble,125,"2025-10-13 09:12:24.000","2025-10-13 09:12:28.635",12400,12539,4.635,4.635,0,"2025-10-13 09:12:24"
A_Assemble,126,"2025-10-13 09:12:30.000","2025-10-13 09:12:34.739",12500,12642,4.74,4.74,0,"2025-10-13 09:12:30"
A_Assemble,127,"2025-10-13 09:12:36.000","2025-10-13 09:12:40.514",12600,12735,4.515,4.515,0,"2025-10-13 09:12:36"
A_Assemble,128,"2025-10-13 09:12:42.000","2025-10-13 09:12:46.812",12700,12844,4.813,4.813,0,"2025-10-13 09:12:42"
A_Assemble,129,"2025-10-13 09:12:48.000","2025-10-13 09:12:52.812",12800,12944,4.812,4.812,0,"2025-10-13 09:12:48"
A_Assemble,130,"2025-10-13 09:12:54.000","2025-10-13 09:12:58.621",12900,13039,4.621,4.621,0,"2025-10-13 09:12:54"
A_Assemble,131,"2025-10-13 09:13:00.000","2025-10-13 09:13:04.584",13000,13138,4.584,4.584,0,"2025-10-13 09:13:00"
A_Assemble,132,"2025-10-13 09:13:06.000","2025-10-13 09:13:10.647",13100,13239,4.647,4.647,0,"2025-10-13 09:13:06"
A_Assemble,133,"2025-10-13 09:13:12.000","2025-10-13 09:13:16.549",13200,13336,4.55,4.55,0,"2025-10-13 09:13:12"
A_Assemble,134,"2025-10-13 09:13:18.000","2025-10-13 09:13:22.765",13300,13443,4.765,4.765,0,"2025-10-13 09:13:18"
A_Assemble,135,"2025-10-13 09:13:24.000","2025-10-13 09:13:28.826",13400,13545,4.826,4.826,0,"2025-10-13 09:13:24"
A_Assemble,136,"2025-10-13 09:13:30.000","2025-10-13 09:13:34.714",13500,13641,4.714,4.714,0,"2025-10-13 09:13:30"
A_Assemble,137,"2025-10-13 09:13:36.000","2025-10-13 09:13:40.482",13600,13734,4.483,4.483,0,"2025-10-13 09:13:36"
A_Assemble,138,"2025-10-13 09:13:42.000","2025-10-13 09:13:46.891",13700,13847,4.891,4.891,0,"2025-10-13 09:13:42"
A_Assemble,139,"2025-10-13 09:13:48.000","2025-10-13 09:13:52.757",13800,13943,4.758,4.758,0,"2025-10-13 09:13:48"
A_Assemble,140,"2025-10-13 09:13:54.000","2025-10-13 09:13:58.727",13900,14042,4.728,4.728,0,"2025-10-13 09:13:54"
A_Assemble,141,"2025-10-13 09:14:00.000","2025-10-13 09:14:04.506",14000,14135,4.507,4.507,0,"2025-10-13 09:14:00"
A_Assemble,142,"2025-10-13 09:14:06.000","2025-10-13 09:14:10.686",14100,14241,4.686,4.686,0,"2025-10-13 09:14:06"
A_Assemble,143,"2025-10-13 09:14:12.000","2025-10-13 09:14:16.705",14200,14341,4.705,4.705,0,"2025-10-13 09:14:12"
A_Assemble,144,"2025-10-13 09:14:18.000","2025-10-13 09:14:22.712",14300,14441,4.713,4.713,0,"2025-10-13 09:14:18"
A_Assemble,145,"2025-10-13 09:14:24.000","2025-10-13 09:14:28.769",14400,14543,4.769,4.769,0,"2025-10-13 09:14:24"
A_Assemble,146,"2025-10-13 09:14:30.000","2025-10-13 09:14:34.598",14500,14638,4.599,4.599,0,"2025-10-13 09:14:30"
A_Assemble,147,"2025-10-13 09:14:36.000","2025-10-13 09:14:40.641",14600,14739,4.642,4.642,0,"2025-10-13 09:14:36"
A_Assemble,148,"2025-10-13 09:14:42.000","2025-10-13 09:14:46.608",14700,14838,4.609,4.609,0,"2025-10-13 09:14:42"
A_Assemble,149,"2025-10-13 09:14:48.000","2025-10-13 09:14:52.672",14800,14940,4.672,4.672,0,"2025-10-13 09:14:48"
A_Assemble,150,"2025-10-13 09:14:54.000","2025-10-13 09:14:58.480",14900,15034,4.481,4.481,0,"2025-10-13 09:14:54"
A_Assemble,151,"2025-10-13 09:15:00.000","2025-10-13 09:15:04.814",15000,15144,4.815,4.815,0,"2025-10-13 09:15:00"
A_Assemble,152,"2025-10-13 09:15:06.000","2025-10-13 09:15:10.756",15100,15243,4.756,4.756,0,"2025-10-13 09:15:06"
A_Assemble,153,"2025-10-13 09:15:12.000","2025-10-13 09:15:16.790",15200,15344,4.791,4.791,0,"2025-10-13 09:15:12"
A_Assemble,154,"2025-10-13 09:15:18.000","2025-10-13 09:15:22.680",15300,15440,4.681,4.681,0,"2025-10-13 09:15:18"
A_Assemble,155,"2025-10-13 09:15:24.000","2025-10-13 09:15:28.734",15400,15542,4.734,4.734,0,"2025-10-13 09:15:24"
A_Assemble,156,"2025-10-13 09:15:30.000","2025-10-13 09:15:34.640",15500,15639,4.64,4.64,0,"2025-10-13 09:15:30"
A_Assemble,157,"2025-10-13 09:15:36.000","2025-10-13 09:15:40.888",15600,15747,4.889,4.889,0,"2025-10-13 09:15:36"
A_Assemble,158,"2025-10-13 09:15:42.000","2025-10-13 09:15:46.549",15700,15836,4.55,4.55,0,"2025-10-13 09:15:42"
A_Assemble,159,"2025-10-13 09:15:48.000","2025-10-13 09:15:52.535",15800,15936,4.536,4.536,0,"2025-10-13 09:15:48"
A_Assemble,160,"2025-10-13 09:15:54.000","2025-10-13 09:15:58.683",15900,16041,4.684,4.684,0,"2025-10-13 09:15:54"
A_Assemble,161,"2025-10-13 09:16:00.000","2025-10-13 09:16:04.719",16000,16142,4.72,4.72,0,"2025-10-13 09:16:00"
A_Assemble,162,"2025-10-13 09:16:06.000","2025-10-13 09:16:10.981",16100,16249,4.982,4.982,0,"2025-10-13 09:16:06"
A_Assemble,163,"2025-10-13 09:16:12.000","2025-10-13 09:16:16.825",16200,16345,4.826,4.826,0,"2025-10-13 09:16:12"
A_Assemble,164,"2025-10-13 09:16:18.000","2025-10-13 09:16:22.764",16300,16443,4.765,4.765,0,"2025-10-13 09:16:18"
A_Assemble,165,"2025-10-13 09:16:24.000","2025-10-13 09:16:28.594",16400,16538,4.594,4.594,0,"2025-10-13 09:16:24"
A_Assemble,166,"2025-10-13 09:16:30.000","2025-10-13 09:16:34.582",16500,16637,4.582,4.582,0,"2025-10-13 09:16:30"
A_Assemble,167,"2025-10-13 09:16:36.000","2025-10-13 09:16:40.581",16600,16737,4.581,4.581,0,"2025-10-13 09:16:36"
A_Assemble,168,"2025-10-13 09:16:42.000","2025-10-13 09:16:46.792",16700,16844,4.793,4.793,0,"2025-10-13 09:16:42"
A_Assemble,169,"2025-10-13 09:16:48.000","2025-10-13 09:16:52.811",16800,16944,4.812,4.812,0,"2025-10-13 09:16:48"
A_Assemble,170,"2025-10-13 09:16:54.000","2025-10-13 09:16:58.805",16900,17044,4.805,4.805,0,"2025-10-13 09:16:54"
A_Assemble,171,"2025-10-13 09:17:00.000","2025-10-13 09:17:04.585",17000,17138,4.586,4.586,0,"2025-10-13 09:17:00"
A_Assemble,172,"2025-10-13 09:17:06.000","2025-10-13 09:17:10.527",17100,17236,4.528,4.528,0,"2025-10-13 09:17:06"
A_Assemble,173,"2025-10-13 09:17:12.000","2025-10-13 09:17:16.709",17200,17341,4.709,4.709,0,"2025-10-13 09:17:12"
A_Assemble,174,"2025-10-13 09:17:18.000","2025-10-13 09:17:22.755",17300,17443,4.756,4.756,0,"2025-10-13 09:17:18"
A_Assemble,175,"2025-10-13 09:17:24.000","2025-10-13 09:17:28.724",17400,17542,4.724,4.724,0,"2025-10-13 09:17:24"
A_Assemble,176,"2025-10-13 09:17:30.000","2025-10-13 09:17:34.792",17500,17644,4.792,4.792,0,"2025-10-13 09:17:30"
A_Assemble,177,"2025-10-13 09:17:36.000","2025-10-13 09:17:40.798",17600,17744,4.798,4.798,0,"2025-10-13 09:17:36"
A_Assemble,178,"2025-10-13 09:17:42.000","2025-10-13 09:17:46.850",17700,17846,4.85,4.85,0,"2025-10-13 09:17:42"
A_Assemble,179,"2025-10-13 09:17:48.000","2025-10-13 09:17:52.793",17800,17944,4.794,4.794,0,"2025-10-13 09:17:48"
A_Assemble,180,"2025-10-13 09:17:54.000","2025-10-13 09:17:58.505",17900,18035,4.506,4.506,0,"2025-10-13 09:17:54"
A_Assemble,181,"2025-10-13 09:18:00.000","2025-10-13 09:18:04.617",18000,18139,4.618,4.618,0,"2025-10-13 09:18:00"
A_Assemble,182,"2025-10-13 09:18:06.000","2025-10-13 09:18:10.672",18100,18240,4.673,4.673,0,"2025-10-13 09:18:06"
A_Assemble,183,"2025-10-13 09:18:12.000","2025-10-13 09:18:16.920",18200,18348,4.921,4.921,0,"2025-10-13 09:18:12"
A_Assemble,184,"2025-10-13 09:18:18.000","2025-10-13 09:18:22.616",18300,18438,4.616,4.616,0,"2025-10-13 09:18:18"
A_Assemble,185,"2025-10-13 09:18:24.000","2025-10-13 09:18:28.662",18400,18540,4.662,4.662,0,"2025-10-13 09:18:24"
A_Assemble,186,"2025-10-13 09:18:30.000","2025-10-13 09:18:34.672",18500,18640,4.673,4.673,0,"2025-10-13 09:18:30"
A_Assemble,187,"2025-10-13 09:18:36.000","2025-10-13 09:18:40.784",18600,18744,4.784,4.784,0,"2025-10-13 09:18:36"
A_Assemble,188,"2025-10-13 09:18:42.000","2025-10-13 09:18:46.661",18700,18840,4.661,4.661,0,"2025-10-13 09:18:42"
A_Assemble,189,"2025-10-13 09:18:48.000","2025-10-13 09:18:52.733",18800,18942,4.733,4.733,0,"2025-10-13 09:18:48"
A_Assemble,190,"2025-10-13 09:18:54.000","2025-10-13 09:18:58.533",18900,19036,4.533,4.533,0,"2025-10-13 09:18:54"
A_Assemble,191,"2025-10-13 09:19:00.000","2025-10-13 09:19:04.710",19000,19141,4.711,4.711,0,"2025-10-13 09:19:00"
A_Assemble,192,"2025-10-13 09:19:06.000","2025-10-13 09:19:10.840",19100,19245,4.841,4.841,0,"2025-10-13 09:19:06"
A_Assemble,193,"2025-10-13 09:19:12.000","2025-10-13 09:19:16.768",19200,19343,4.768,4.768,0,"2025-10-13 09:19:12"
A_Assemble,194,"2025-10-13 09:19:18.000","2025-10-13 09:19:22.672",19300,19440,4.672,4.672,0,"2025-10-13 09:19:18"
A_Assemble,195,"2025-10-13 09:19:24.000","2025-10-13 09:19:28.803",19400,19544,4.803,4.803,0,"2025-10-13 09:19:24"
